S.no,Date,TotalTrades,Profit,Profit%,Cost,Cost%,
2,30-09-19,1,-90.5,-0.30871198,-207.58041,-0.7080935,
2,16-02-22,1,-129.20312,-0.3367923,-282.39612,-0.7361247,
2,16-02-21,2,-224.20312,-0.6002245,-522.7704,-1.3990219,
2,12-01-22,1,111.89844,0.28933203,-43.02437,-0.11124426,
2,25-06-20,2,269.25,1.2607527,97.656296,0.45823094,
2,06-10-22,1,-128.90234,-0.3273099,-286.17395,-0.72665995,
2,07-04-16,1,1.7001953,0.010846195,-61.005207,-0.38917345,
2,06-10-20,2,-32.851562,-0.14511943,-214.94746,-0.9448283,
2,17-02-16,2,9.900391,0.070717245,-102.67961,-0.72941774,
2,27-08-19,1,-93.84961,-0.3330492,-206.37752,-0.7323811,
2,19-03-20,5,944.84766,4.7827625,549.5819,2.7731776,
2,03-06-22,1,-123.30078,-0.34326786,-266.73297,-0.7425852,
2,23-09-19,2,110.0,0.36663225,-133.64842,-0.43410754,
2,02-07-20,1,-2.4003906,-0.0107942885,-91.345985,-0.41077143,
2,21-08-20,1,89.79883,0.40474716,0.8736191,0.0039350544,
2,31-08-20,1,-209.25,-0.83206093,-309.4251,-1.2303995,
2,09-03-21,1,-109.69922,-0.30647033,-252.65741,-0.7058651,
2,03-06-20,2,-195.39844,-0.9163315,-365.72363,-1.7144941,
2,19-03-21,3,-357.44922,-1.0504578,-764.4884,-2.2483568,
2,09-03-22,1,119.09766,0.3565259,-14.760757,-0.044178385,
2,03-12-20,1,104.34961,0.35217255,-14.380096,-0.048527792,
2,03-12-21,1,-23.851562,-0.06500029,-170.58208,-0.4648702,
2,04-11-20,1,-89.0,-0.34900248,-190.827,-0.74830127,
2,26-06-20,2,-171.75195,-0.79402465,-344.4803,-1.5924466,
2,08-10-20,1,197.79883,0.8549008,104.85503,0.4531929,
2,16-03-20,1,-96.5,-0.40265882,-192.1698,-0.801854,
2,16-03-21,1,-109.64844,-0.31028917,-250.77914,-0.70967454,
2,25-07-22,1,-111.40234,-0.30123353,-259.10776,-0.7006355,
2,16-03-22,1,48.94922,0.13740112,-93.64888,-0.26287243,
2,10-01-22,1,-151.94922,-0.39820752,-304.27853,-0.797408,
2,05-07-22,1,115.35156,0.33775735,-21.487946,-0.06291918,
2,18-04-16,1,-52.65039,-0.32380414,-117.58489,-0.7231569,
2,17-02-21,1,-119.25,-0.32142857,-267.4115,-0.7207821,
2,05-07-21,1,67.0,0.19140068,-73.15442,-0.20898739,
2,28-01-21,2,212.44922,0.7023639,-30.350693,-0.09904374,
2,29-12-16,1,-9.298828,-0.051538613,-81.450035,-0.45143104,
2,29-06-20,2,-53.79883,-0.25295007,-224.34525,-1.0524464,
2,13-06-19,1,-111.70117,-0.36029962,-235.48697,-0.759577,
2,20-09-22,1,139.60156,0.33741987,-26.170654,-0.06325796,
2,03-06-16,1,26.951172,0.1524004,-43.840538,-0.24790053,
2,24-08-20,1,71.25,0.31591126,-19.107704,-0.0847193,
2,28-07-20,1,-70.90039,-0.32149488,-158.97198,-0.72085494,
2,22-04-20,3,25.101562,0.14032671,-207.46985,-1.0599484,
2,17-08-20,1,-69.89844,-0.3200302,-157.12344,-0.71938837,
2,12-10-20,1,-111.44922,-0.46224636,-207.66772,-0.8613229,
2,11-05-21,1,-100.05078,-0.30198815,-232.37347,-0.7013888,
2,11-05-20,1,-91.70117,-0.4671707,-170.03397,-0.86623245,
2,25-01-21,1,-113.80078,-0.36046273,-239.85619,-0.7597395,
2,09-09-19,1,97.09961,0.35494295,-12.520195,-0.045764543,
2,05-01-22,1,296.55078,0.8000463,147.69087,0.3984477,
2,01-03-23,1,22.800781,0.05629899,-139.24263,-0.34381253,
2,21-03-18,1,53.65039,0.22030436,-43.868317,-0.18013164,
2,01-03-16,1,159.0,1.1279196,102.295,0.7256632,
2,21-03-16,1,10.200195,0.06463081,-52.949207,-0.33549854,
2,20-09-19,2,826.9004,3.0315976,607.311,2.2255325,
2,29-12-20,1,129.14844,0.41453782,4.270935,0.013704249,
2,16-03-16,1,98.649414,0.6418142,36.970512,0.24052547,
2,08-10-18,1,-15.050781,-0.061118685,-113.52268,-0.46099952,
2,24-03-20,2,-191.39844,-1.0880651,-331.62125,-1.8858881,
2,08-04-22,1,-204.35156,-0.54114443,-354.99426,-0.94006693,
2,18-09-19,1,-98.5,-0.35977396,-207.81621,-0.7590552,
2,14-11-19,1,1.7988281,0.0058679665,-120.824974,-0.3941477,
2,14-11-18,1,-51.09961,-0.19707209,-154.71503,-0.5966773,
2,31-12-21,1,127.35156,0.3606472,-14.15094,-0.04007806,
2,08-04-20,1,-76.09961,-0.3978659,-152.4552,-0.79706955,
2,08-04-21,1,-96.64844,-0.29073757,-229.42514,-0.690158,
2,05-01-17,1,22.451172,0.12467713,-49.623535,-0.2755804,
2,12-05-20,3,132.20117,0.70532656,-91.06865,-0.49608257,
2,09-09-22,1,72.34766,0.17850815,-89.91325,-0.22185089,
2,29-05-20,3,-189.90039,-0.98675764,-420.3984,-2.1847944,
2,28-12-20,1,8.849609,0.028818956,-113.99849,-0.3712436,
2,11-06-20,1,-74.59961,-0.35675243,-158.09341,-0.7560405,
2,13-10-20,1,-39.04883,-0.1646928,-133.81113,-0.5643609,
2,11-06-21,1,-99.60156,-0.2820647,-240.64877,-0.6815107,
2,19-08-19,1,-115.15039,-0.40550694,-228.50668,-0.804693,
2,16-04-20,1,122.84961,0.6424836,46.119698,0.24119565,
2,28-12-21,1,-143.25,-0.4059293,-284.1211,-0.80511737,
2,16-10-18,1,82.09961,0.3210678,-20.347801,-0.079573795,
2,01-02-22,2,567.40625,1.478518,258.83224,0.6755706,
2,01-02-21,3,882.0488,2.764066,499.90613,1.558532,
2,02-02-23,1,68.05078,0.1680648,-94.04854,-0.23226726,
2,15-09-20,1,95.70117,0.42745304,5.9549637,0.02659859,
2,02-02-22,1,195.85156,0.50371075,39.932846,0.10270524,
2,06-11-20,2,-153.04883,-0.5743158,-365.82654,-1.3731658,
2,12-05-16,1,46.5,0.2755923,-21.084,-0.12495878,
2,30-07-20,1,-89.65039,-0.40303087,-178.4473,-0.8022247,
2,19-08-20,1,-45.0,-0.2015276,-134.2278,-0.601119,
2,09-10-19,2,309.05273,1.1084731,81.07942,0.30625147,
2,17-03-16,1,-22.84961,-0.14593768,-85.43231,-0.5456478,
2,23-03-22,1,-114.85156,-0.3123513,-261.70187,-0.7117194,
2,09-04-20,3,-205.95117,-1.0437875,-442.61346,-2.2417088,
2,21-09-20,1,-81.0,-0.36708805,-169.1002,-0.76635116,
2,23-03-20,1,-443.54883,-2.4810867,-514.17053,-2.8761213,
2,23-03-21,2,-31.648438,-0.09339701,-304.31094,-0.8932148,
2,13-05-22,1,-126.55078,-0.37310198,-261.97186,-0.77235806,
2,13-05-20,1,-64.65039,-0.3257168,-143.91568,-0.72506696,
2,09-10-20,1,-81.44922,-0.34914267,-174.59973,-0.7484439,
2,19-02-21,1,-39.203125,-0.10728134,-185.29413,-0.5070743,
2,16-09-20,1,-55.94922,-0.24947426,-145.54472,-0.6489762,
2,02-02-21,2,664.9492,1.975717,392.3707,1.171778,
2,10-06-19,1,-107.19922,-0.34233367,-232.24182,-0.74165016,
2,01-02-23,1,-85.05078,-0.20698935,-249.23848,-0.6065749,
2,02-02-16,1,-34.25,-0.22207524,-95.8723,-0.6216359,
2,14-10-20,2,773.14844,3.2931864,583.6353,2.486606,
2,17-03-23,1,-130.64844,-0.33082253,-288.35516,-0.7301617,
2,15-04-20,1,-67.34961,-0.33761063,-147.01053,-0.73694146,
2,20-04-20,1,-66.75,-0.3189408,-150.33112,-0.7183074,
2,17-03-21,1,-107.14844,-0.30602998,-246.98373,-0.7054086,
2,14-10-22,1,-135.90234,-0.34404743,-293.63477,-0.74336433,
2,15-04-21,2,-196.29883,-0.61308706,-451.12103,-1.4118611,
2,17-03-22,1,47.30078,0.12986854,-98.48204,-0.27038693,
2,17-03-20,1,-115.39844,-0.49615172,-208.20244,-0.8951624,
2,05-06-20,5,-85.60156,-0.40758482,-499.39597,-2.4067626,
2,07-05-21,1,-31.0,-0.09352308,-163.5256,-0.49332952,
2,10-06-20,2,-157.45117,-0.7510798,-324.8601,-1.5495744,
2,04-10-19,1,-95.59961,-0.33382782,-209.95802,-0.7331636,
2,02-12-16,1,-34.54883,-0.18832113,-107.86253,-0.5879486,
2,10-11-20,2,-117.0,-0.4145495,-343.7156,-1.2137246,
2,30-11-21,1,336.80078,0.9279665,190.94917,0.52611065,
2,12-03-21,1,-137.05078,-0.3765028,-282.38068,-0.7757449,
2,12-03-20,1,-124.15039,-0.50275326,-222.6785,-0.9017526,
2,17-10-19,2,178.04688,0.6201999,-51.835632,-0.18104166,
2,17-10-18,1,-79.25,-0.30620858,-182.6157,-0.70559436,
2,11-04-16,1,89.05078,0.5709445,26.48428,0.1698032,
2,10-05-21,1,-77.046875,-0.23246346,-209.46738,-0.63200265,
2,25-03-21,2,384.05078,1.1687161,120.15585,0.36636794,
2,25-03-20,3,328.80273,1.8879334,118.50893,0.68416226,
2,30-05-22,1,-2.3515625,-0.006532835,-146.33107,-0.40652245,
2,11-10-19,2,80.89844,0.28449872,-145.27257,-0.51608026,
2,26-02-18,1,84.14844,0.33057985,-17.839066,-0.0700844,
2,22-12-21,1,-120.89844,-0.34595147,-260.44324,-0.7452655,
2,24-04-20,1,3.0,0.015158596,-76.16901,-0.3848764,
2,24-10-19,1,-90.5,-0.30497512,-209.01721,-0.70436645,
2,24-10-18,1,-63.09961,-0.25019273,-163.85501,-0.64969414,
2,22-12-20,1,-118.59961,-0.40483555,-235.54541,-0.8040242,
2,10-11-16,2,382.6504,1.9332292,221.86089,1.129365,
2,08-05-20,1,-67.0,-0.33724523,-146.3334,-0.73657364,
2,03-05-21,1,37.0,0.11425395,-92.61,-0.28597263,
2,11-09-20,1,-11.5,-0.051131792,-101.440605,-0.4510331,
2,21-07-20,1,-16.601562,-0.07321753,-107.265564,-0.47306275,
2,04-04-22,1,755.14844,2.00221,602.77515,1.5982112,
2,13-07-20,1,-68.25,-0.3019277,-158.5325,-0.7013183,
2,27-06-22,1,-107.0,-0.3141713,-243.01741,-0.71354926,
2,01-07-20,1,9.400391,0.04336304,-77.33182,-0.3567247,
2,04-10-22,1,156.55078,0.40278435,0.76908875,0.0019799015,
2,04-10-21,1,63.851562,0.17035057,-86.20595,-0.22999306,
2,06-02-20,1,117.54883,0.37720457,-7.3388824,-0.023546692,
2,05-08-20,1,141.45117,0.6518682,54.370872,0.25056553,
2,14-12-21,1,-25.347656,-0.068662696,-172.96176,-0.46852314,
2,14-12-20,1,-103.90039,-0.3372185,-226.9366,-0.7365407,
2,25-08-20,2,120.84961,0.52571994,-63.546295,-0.27534252,
2,13-08-20,1,-33.648438,-0.15006083,-123.27394,-0.54975843,
2,16-10-20,1,104.40039,0.44506946,10.363182,0.044179723,
2,23-05-19,1,248.44922,0.80327195,124.23371,0.40166757,
2,03-05-16,1,17.050781,0.10238404,-49.59832,-0.29781675,
2,23-05-16,1,-14.6015625,-0.088101596,-80.86656,-0.4879174,
2,29-10-19,1,73.90039,0.24835332,-45.27202,-0.1521416,
2,02-11-20,3,-264.95117,-1.0868429,-557.1511,-2.2846665,
2,23-04-20,1,-62.34961,-0.31375057,-141.71432,-0.71311593,
2,19-01-22,1,-116.44922,-0.3055095,-268.68192,-0.7049029,
2,01-06-20,3,-68.15039,-0.33661982,-308.9099,-1.5359383,
2,09-11-20,1,145.20117,0.5334287,36.029373,0.13236162,
2,07-07-20,2,144.25195,0.6542859,-35.298737,-0.14702314,
2,26-08-20,1,-6.3007812,-0.02712983,-99.186386,-0.427072,
2,05-02-21,1,318.59766,0.8857907,174.09006,0.4840185,
2,23-10-20,1,-86.44922,-0.34938225,-185.25012,-0.748683,
2,06-01-22,1,-90.30078,-0.2395958,-240.87538,-0.6391156,
2,29-04-16,2,-43.501953,-0.26034772,-177.48415,-1.0598284,
2,12-10-18,1,199.5,0.7915253,98.283,0.3899431,
2,25-09-18,1,-77.04883,-0.30666995,-177.39212,-0.70605063,
2,08-12-21,1,-64.5,-0.17400853,-212.6396,-0.57365274,
2,21-02-22,1,297.25,0.78977716,146.10669,0.3882047,
2,20-03-23,1,-121.94922,-0.30967575,-279.2239,-0.70905316,
2,30-06-16,1,34.25,0.19216365,-37.1119,-0.20821747,
2,20-03-20,2,183.59961,0.9338316,25.118195,0.13196856,
2,18-02-16,1,-27.25,-0.19031122,-84.47011,-0.5899348,
2,15-05-20,1,-59.851562,-0.31610543,-135.46806,-0.71546656,
2,25-09-20,1,-72.45117,-0.34791896,-155.60287,-0.74722624,
2,26-08-19,1,-95.44922,-0.3476323,-205.08612,-0.7469363,
2,17-04-20,1,-63.59961,-0.3130642,-144.73322,-0.71244377,
2,18-07-22,1,-72.15234,-0.20665526,-211.66545,-0.606238,
2,05-02-16,3,-94.90137,-0.6268415,-276.07318,-1.8255882,
2,28-05-20,3,84.09961,0.4552427,-146.76341,-0.7456589,
2,04-11-19,1,-68.5,-0.22418955,-190.58101,-0.62374455,
2,19-06-20,1,-70.80078,-0.3345854,-155.30219,-0.73391885,
2,08-12-16,1,42.55078,0.23145552,-31.07032,-0.16900735,
2,29-04-20,1,261.30078,1.2460725,176.89838,0.8435806,
2,24-09-19,3,-331.79883,-1.0950814,-694.74243,-2.292897,
2,29-04-21,2,-276.70312,-0.81101215,-549.26935,-1.6093907,
2,07-12-21,1,418.85156,1.1581619,273.35306,0.75584143,
2,07-12-20,1,-38.69922,-0.12785965,-159.68962,-0.5276034,
2,03-11-20,1,-38.84961,-0.15342145,-140.06052,-0.5531148,
2,31-03-20,1,-63.25,-0.33120647,-139.5109,-0.73053813,
2,12-04-22,1,91.953125,0.24400362,-58.97139,-0.1564878,
2,03-11-21,1,-124.5,-0.31260163,-283.5592,-0.71197486,
2,06-07-20,1,58.84961,0.2650006,-30.097488,-0.13553016,
2,02-06-20,2,133.85156,0.66270626,-27.754944,-0.13861401,
2,26-03-20,2,650.7012,3.4573822,498.99176,2.6504593,
2,07-01-21,1,-45.75,-0.14265735,-173.93791,-0.5423769,
2,15-11-21,1,-152.89844,-0.39130533,-308.88843,-0.7905283,
2,16-11-16,1,-58.80078,-0.3012505,-136.75879,-0.700643,
2,28-05-19,1,32.55078,0.102895,-94.05412,-0.2973126,
2,29-10-20,1,-37.69922,-0.15537773,-134.67563,-0.55506766,
2,08-06-20,1,-57.05078,-0.26353166,-143.53088,-0.66300625,
2,04-05-21,1,-103.64844,-0.3160216,-234.63274,-0.7153957,
2,08-06-22,1,18.25,0.05178561,-122.752304,-0.34832254,
2,18-10-22,1,-128.69922,-0.3195289,-289.55304,-0.7188843,
2,30-09-20,1,1.1503906,0.0053826496,-84.340706,-0.3946241,
2,22-07-21,1,143.25,0.41258046,4.081497,0.011756833,
2,22-07-22,1,51.847656,0.14247365,-93.82025,-0.2578115,
2,11-08-20,1,-10.048828,-0.04536748,-98.62813,-0.44527143,
2,27-05-20,4,1069.4004,5.862521,778.0458,4.250802,
2,17-11-20,1,92.5,0.3203929,-23.168205,-0.08024706,
2,13-12-21,1,141.5,0.3787691,-8.2144165,-0.021989604,
2,16-06-20,2,-170.84961,-0.83008325,-335.1353,-1.628411,
2,22-07-20,2,-59.75,-0.25987288,-243.1253,-1.0593604,
2,19-06-19,1,22.40039,0.07325908,-99.95221,-0.32689044,
2,06-03-20,2,-7.548828,-0.024425566,-230.07733,-0.82437956,
2,16-06-22,1,-114.75,-0.34025404,-249.41971,-0.73956835,
2,05-10-20,1,111.40039,0.49322328,20.832794,0.0922421,
2,15-07-22,1,-104.703125,-0.30036524,-243.92813,-0.699769,
2,24-11-20,1,223.84961,0.76328456,106.09331,0.36175948,
2,15-07-20,2,-177.94922,-0.81809354,-351.38373,-1.6164532,
2,28-04-16,1,0.6015625,0.0035390297,-67.39144,-0.39647478,
2,10-09-20,2,-25.447266,-0.11363372,-205.65598,-0.9134078,
2,08-01-21,1,-107.75,-0.33449695,-236.3847,-0.7338282,
2,25-10-22,1,-146.80078,-0.35550147,-311.6832,-0.7547915,
2,04-08-20,1,-67.5,-0.31775096,-152.3372,-0.7171187,
2,22-11-16,2,-51.44922,-0.27700475,-199.69614,-1.0764464,
2,13-03-20,2,71.5,0.31090736,-128.147,-0.4897124,
2,09-06-20,1,-67.45117,-0.31309217,-153.49048,-0.712474,
2,04-03-16,1,-26.5,-0.17274648,-87.80861,-0.5724009,
2,17-11-16,1,-63.34961,-0.32886848,-140.27452,-0.72820514,
2,02-11-18,1,39.19922,0.15338019,-63.10679,-0.24692143,
2,10-10-18,1,-78.94922,-0.31411698,-179.32611,-0.713489,
2,12-02-18,1,-78.65039,-0.30692118,-180.99548,-0.7063097,
2,23-12-21,1,-123.046875,-0.3485757,-264.00037,-0.74788857,
2,25-10-19,1,114.30078,0.39063835,-2.9678268,-0.010139429,
2,25-04-22,2,-194.89844,-0.5379721,-484.12207,-1.3368827,
2,31-05-19,1,27.90039,0.088000946,-98.97402,-0.31217694,
2,17-05-22,1,-112.75,-0.33278045,-248.0493,-0.73210776,
2,26-09-19,2,544.14844,1.8338089,302.54132,1.0301402,
2,17-05-21,1,513.4492,1.5857451,382.90613,1.182574,
2,07-07-22,1,-64.65234,-0.18670243,-203.03726,-0.5863343,
2,05-10-18,1,-118.65039,-0.4749454,-218.3407,-0.87399215,
2,23-06-20,1,134.04883,0.6050322,45.15812,0.20382251,
2,29-09-22,1,-127.09766,-0.3327695,-279.61908,-0.7320991,
2,30-04-20,1,212.04883,0.97985214,125.06112,0.5778988,
2,13-03-18,1,-77.69922,-0.31251445,-176.99423,-0.7118891,
2,29-09-20,2,-121.15039,-0.5575784,-294.1871,-1.3564651,
2,23-06-22,1,270.55078,0.81698525,137.54668,0.41535184,
2,28-04-20,1,-36.0,-0.17657575,-117.4794,-0.57621825,
2,28-04-21,1,79.09766,0.23977086,-53.015945,-0.1607077,
2,04-03-21,1,-89.30078,-0.24648602,-234.04037,-0.6460002,
2,04-03-22,1,271.64844,0.78605276,132.87093,0.3844811,
2,28-09-18,2,-161.5,-0.6387817,-363.433,-1.4374988,
2,19-05-20,1,-82.0,-0.4600255,-153.1364,-0.85910726,
2,02-05-22,1,22.148438,0.0612485,-122.54227,-0.33887595,
2,06-08-20,1,129.30078,0.5966783,42.36178,0.19548284,
2,26-04-21,1,254.19922,0.7893037,124.86882,0.38772613,
2,25-05-16,1,122.30078,0.7342769,55.43238,0.33280388,
2,10-03-21,1,-102.59766,-0.28405535,-246.86807,-0.68348485,
2,25-05-22,1,-72.80078,-0.2103312,-211.10498,-0.609912,
2,22-01-16,1,231.2998,1.5117338,169.636,1.1087086,
2,06-08-19,1,-16.050781,-0.057620555,-127.44269,-0.45750773,
2,10-03-22,1,-123.19922,-0.35252002,-262.74542,-0.7518057,
2,05-09-22,1,79.14844,0.19958755,-79.633865,-0.20080897,
2,20-07-22,1,21.75,0.06036787,-122.40991,-0.33975357,
2,20-07-20,1,186.0,0.8351743,96.54479,0.4335045,
2,28-09-20,3,275.8496,1.301387,20.0195,0.09878424,
2,08-07-22,1,-41.851562,-0.11904512,-182.39207,-0.51880294,
2,22-06-20,2,81.34961,0.38321313,-93.1111,-0.4175454,
2,22-06-21,1,137.80078,0.39273188,-2.825821,-0.008049017,
2,06-03-18,1,-31.40039,-0.12555511,-131.3746,-0.5252978,
2,04-09-19,1,-16.75,-0.061877415,-124.99511,-0.4617501,
2,27-04-20,2,195.19922,0.97777516,34.663208,0.17582381,
2,05-03-20,2,104.90039,0.3640623,-126.56023,-0.43666697,
2,11-03-20,2,-167.09961,-0.6263118,-380.19183,-1.4250576,
2,18-11-20,2,-167.05078,-0.56672686,-403.04987,-1.3655965,
2,26-04-22,1,35.148438,0.096324004,-110.88107,-0.30387345,
2,30-05-16,1,-76.25,-0.43201503,-146.6969,-0.83114195,
2,24-05-21,3,-415.54688,-1.1860356,-835.104,-2.383668,
2,26-10-21,1,-266.75,-0.64673644,-431.19873,-1.0454443,
2,21-12-21,1,-108.44922,-0.31218606,-247.18692,-0.71156335,
2,08-02-22,1,50.953125,0.13424917,-100.96538,-0.26602826,
2,08-02-21,1,82.69922,0.22820848,-62.419983,-0.17224239,
2,31-10-22,1,-131.5,-0.31835684,-296.46042,-0.7177214,
3,23-02-21,3,-221.40234,-0.6308556,-432.52972,-1.2314907,
3,21-10-20,4,194.14844,0.7926077,-0.74513245,-0.0065956414,
3,04-01-21,3,-321.35156,-1.0348206,-508.00912,-1.6358638,
3,22-03-21,4,-192.60156,-0.5753981,-461.08548,-1.3759749,
3,20-11-20,5,-347.14844,-1.2122848,-634.1467,-2.2134964,
3,24-01-22,11,1668.0469,4.4945292,859.4458,2.2990437,
3,27-09-22,5,-423.90234,-1.1031086,-809.1201,-2.104194,
3,02-03-21,6,-124.25,-0.35608435,-547.28955,-1.556428,
3,29-02-16,4,338.8506,2.4773421,229.94934,1.6798258,
3,02-03-22,1,-121.75,-0.34882587,-191.67735,-0.5491702,
